Age,Income,Gender,Marital_Status,Credit_Score,Num_Purchases,Membership_Years,Device_Used,Churn
68,29037.22651,Female,Single,604.5803472,4,13,Desktop,0
42,48571.32383,Other,Divorced,676.3836259,3,5,Desktop,0
39,,Male,Single,727.3512907,2,1,Mobile,1
39,33349.42842,Other,Single,803.0045869,0,7,Mobile,1
66,80737.68384,Other,Married,787.1058338,5,9,Desktop,1
69,54171.59029,Female,Single,660.0638638,4,12,Desktop,0
59,50866.93378,Female,Married,616.1041183,7,9,Desktop,0
23,61544.86627,Female,Single,714.6185587,1,1,Mobile,1
32,37566.07879,Male,Divorced,611.9484953,3,6,Desktop,1
60,52452.16219,Male,Single,596.6533301,5,3,Mobile,1
54,39247.00669,Female,Divorced,628.6313763,5,4,Mobile,1
50,73380.19865,Female,Divorced,619.852869,7,8,Mobile,1
25,34120.40976,Male,Single,678.8841436,2,4,Mobile,0
61,50947.48189,Male,Divorced,607.8318865,4,8,Tablet,0
61,54939.73678,Male,Single,655.958544,4,4,Desktop,0
22,55922.38617,Male,Single,761.6467416,4,9,Desktop,0
56,41281.4724,Female,Divorced,658.54985,6,6,Tablet,0
21,36567.35897,Male,Divorced,756.1719602,8,1,Desktop,1
23,41498.0724,Female,Married,734.1439621,6,13,Mobile,1
62,57924.88151,Other,Divorced,691.4428166,5,10,Tablet,0
49,47842.31344,Other,Married,625.2093047,3,2,Mobile,1
69,61943.13213,Male,Divorced,722.8355584,2,7,Tablet,0
,57155.05579,Other,Single,632.5017557,7,10,Mobile,0
64,15846.30953,Other,Divorced,649.8593241,3,7,Desktop,1
52,53712.46695,Other,Single,,6,3,Desktop,0
,83756.82152,Male,Single,649.6242769,2,1,Desktop,0
69,69879.03577,Male,Single,599.5812597,7,8,Tablet,0
33,,Other,Married,543.103076,4,13,Desktop,1
30,34109.11804,Female,Divorced,717.1393051,9,13,Tablet,1
67,57163.30574,Other,Single,689.9239489,9,10,Mobile,0
59,61096.2491,Male,Single,529.5572305,3,14,Desktop,0
47,46193.79979,Male,Married,597.7248855,10,11,Mobile,1
36,54751.13088,Male,Divorced,662.53458,8,11,Desktop,1
34,72644.93688,Other,Divorced,680.9800647,3,10,Mobile,1
,37140.8837,Female,Married,,6,7,Tablet,1
45,34125.50593,Male,Married,643.7532933,5,10,Desktop,0
43,60390.48989,Male,Divorced,687.7758217,4,8,Tablet,0
54,56863.13954,Other,Married,625.3941739,1,1,Tablet,0
43,65432.57443,Female,Divorced,667.9080754,3,14,Mobile,1
40,58546.90718,Other,Divorced,615.8713683,5,3,Desktop,1
26,41483.67405,Male,Single,713.6437446,5,13,Tablet,0
,56482.88977,Female,Single,594.05,7,2,Mobile,1
18,32868.10185,Female,Divorced,570.0545233,2,1,Mobile,0
18,46245.21932,Male,Divorced,652.0248805,4,5,Mobile,1
64,57541.98846,Female,Divorced,549.6531819,4,3,Desktop,0
51,44592.28675,Female,Divorced,502.6422168,4,10,Desktop,0
49,87020.78273,Other,Divorced,725.8614709,8,8,Mobile,0
65,21617.23627,Male,Divorced,581.1042863,9,6,Desktop,0
42,41787.64465,Male,Married,556.6443892,6,10,Mobile,1
57,35933.30249,Male,Divorced,593.1768856,3,14,Desktop,0
62,39494.76789,Male,Married,590.0344558,5,9,Desktop,0
18,40355.02665,Male,Married,640.0521977,5,9,Mobile,0
33,30103.6897,Female,Divorced,573.4559286,4,11,Mobile,0
56,61290.53223,Other,Divorced,684.87303,3,6,Desktop,1
22,41793.57054,,Married,695.2363892,2,2,Mobile,0
39,52453.60003,Other,Married,560.7505985,3,9,Mobile,0
46,43477.61357,Other,Divorced,606.7332364,3,2,Mobile,1
20,39636.79382,Female,Divorced,613.3859932,6,3,Mobile,0
29,75084.18854,Male,Married,638.4494847,6,6,Desktop,0
43,63843.98273,Female,Married,725.7878462,2,2,Tablet,0
33,21976.994,Male,Married,729.8219391,2,5,Desktop,0
68,20387.93827,Female,Single,824.920717,3,2,Mobile,1
54,65639.13253,Other,Married,491.143825,10,12,Mobile,1
39,42202.19913,Male,Single,585.2992994,1,4,Desktop,1
46,25263.76499,Other,Divorced,776.9806427,4,11,Mobile,1
31,65686.02699,,Divorced,523.9509778,3,11,Desktop,1
45,52536.86075,Female,Married,775.3885545,8,3,Tablet,1
22,,Male,Divorced,660.3145891,1,5,Mobile,0
64,62143.08908,Other,Divorced,662.8892941,8,6,Tablet,0
66,30350.34263,Female,Divorced,560.414141,8,13,Tablet,0
47,25527.48768,Male,Divorced,618.4185746,5,7,Mobile,0
63,73714.31442,Male,Single,,9,10,Mobile,1
69,28442.49859,Other,Single,646.6621805,5,8,Desktop,0
22,31666.43304,Male,Married,618.885068,10,9,Desktop,0
29,34663.46931,Other,Married,678.4003437,9,14,Mobile,1
33,81199.18886,Male,Married,636.544768,4,4,Desktop,0
43,57400.74951,Female,Divorced,674.1605805,5,4,Tablet,0
43,64481.11962,Other,Divorced,590.5181067,7,7,Tablet,1
65,52942.51318,Other,Single,644.5993146,8,12,Mobile,0
38,40971.69183,Male,Single,605.1246614,4,10,Desktop,0
56,59469.36925,Male,Married,523.7223352,2,10,Mobile,1
53,26650.76044,Other,Single,683.7370451,8,11,Tablet,0
,33570.74822,Male,Single,563.6359011,7,9,Mobile,0
47,60994.62769,Female,Single,,5,11,Mobile,0
54,29641.17154,Male,Single,714.8247772,9,2,Mobile,0
40,47163.77796,Female,Single,545.153058,8,13,Mobile,0
27,47847.31483,Female,Married,692.3278868,6,11,Tablet,1
22,42070.06995,Female,Married,629.013058,6,6,Mobile,0
53,20733.22288,Female,Single,582.3433619,5,10,Mobile,0
51,40566.06663,Female,Married,791.6046302,4,10,Desktop,0
69,37625.47435,Male,Divorced,649.9610593,9,8,Mobile,1
48,52421.59795,Female,Single,610.2334977,2,13,Desktop,1
27,51657.35808,Male,Divorced,595.3850954,8,5,Mobile,1
,55669.4219,Female,Married,711.6813728,5,5,Desktop,0
,39860.20591,Other,Married,607.1560641,4,8,Mobile,0
18,57841.66926,Female,Divorced,702.9562669,5,1,Desktop,0
22,26659.89901,Other,Married,649.8264118,3,6,Mobile,0
62,22671.42901,Female,Single,728.1331645,8,10,Mobile,0
21,14966.40914,Female,Divorced,577.0222387,7,13,Desktop,1
33,42510.54141,Female,Single,586.7855733,4,9,Mobile,0
41,38700.52663,Other,Divorced,630.329628,2,12,Mobile,0
33,61839.73418,Other,Married,636.1353452,3,6,Mobile,1
19,40270.06119,Female,Divorced,625.181008,2,7,Mobile,1
66,54100.64522,Male,Divorced,834.2008284,7,4,Tablet,1
45,62199.44865,,Single,794.4272903,5,12,Mobile,1
49,39705.21387,Other,Married,670.9338552,6,10,Tablet,1
44,54470.78315,Female,Single,679.1880452,2,1,Tablet,0
37,65028.91323,Other,Married,633.4497474,6,9,Mobile,0
41,,Other,Single,576.5122127,3,12,Desktop,0
29,,Other,Divorced,637.2549432,3,6,Desktop,0
,39769.48425,Female,Single,703.9782426,3,3,Mobile,0
,32382.65176,Other,Married,741.3938733,6,4,Tablet,1
50,26953.22389,Other,Married,719.6995894,5,10,Desktop,0
50,32140.27142,Female,Divorced,544.3157995,8,12,Mobile,0
68,50900.43509,Other,Married,629.7540625,4,6,Mobile,1
60,25837.33317,Female,Single,547.1792705,5,6,Tablet,1
54,41739.09464,Other,Divorced,731.819049,5,12,Desktop,0
29,62197.9161,Male,Married,621.1330924,7,9,Mobile,0
20,56735.16445,Male,Married,,6,4,Desktop,1
18,42042.38566,Other,Single,683.6035188,1,5,Mobile,0
50,75345.3562,Male,Single,843.6297944,2,5,Mobile,1
57,78395.54621,Female,Divorced,668.7792458,7,3,Mobile,0
,50391.83647,Male,Married,633.3210274,9,2,Tablet,1
60,12971.85626,Other,Single,563.1270515,10,8,Tablet,1
61,63296.72296,Other,Divorced,752.1047614,7,10,Tablet,1
46,15590.3549,,Married,637.2854475,7,9,Desktop,0
30,72142.19166,Other,Married,765.9999725,2,10,Tablet,1
29,66253.77351,Female,Divorced,727.3929179,5,11,Tablet,1
48,76613.18756,Male,Divorced,617.5930728,5,13,Desktop,0
63,53903.98338,Male,Single,552.5406673,7,9,Desktop,0
19,44579.21349,Female,Married,669.0798382,5,14,Desktop,0
,43248.48299,Female,Married,606.956753,6,5,Desktop,1
67,41806.09743,Other,Married,652.754209,4,11,Tablet,1
52,64716.02981,Male,Divorced,723.4334725,11,9,Tablet,1
40,60684.07234,Female,Single,534.2492519,5,4,Desktop,0
,51803.3845,Male,Married,668.5229691,6,2,Tablet,0
43,39167.28038,Female,Divorced,703.1717334,3,3,Mobile,1
25,89438.18947,Male,Married,706.5677393,1,1,Tablet,0
46,63685.61921,Other,Single,554.552048,5,5,Mobile,0
43,26034.3212,Male,Married,679.3535529,5,1,Desktop,1
27,42256.15976,Male,Single,734.2475607,5,12,Desktop,1
43,63976.64146,Male,Single,674.0263659,6,11,Tablet,0
51,38006.91618,Male,Married,641.9014056,1,1,Desktop,1
68,55273.21938,Male,Married,729.7729058,11,14,Tablet,0
58,64261.94451,Other,Single,601.3976833,1,11,Tablet,0
24,-826.4212398,Female,Divorced,542.9116964,5,11,Tablet,1
21,48379.4345,Male,Single,635.958153,6,13,Tablet,1
67,48968.1373,Other,Married,687.4531634,5,7,Mobile,0
62,43818.91316,Male,Married,722.7255733,5,2,Mobile,0
28,54525.42702,Male,Divorced,687.1351802,3,8,Desktop,1
46,59862.79411,Female,Single,708.5074748,5,6,Mobile,0
53,52130.76416,Male,Single,,2,4,Desktop,0
42,44392.58909,Other,Single,626.2436096,7,9,Desktop,0
38,59489.3195,Other,Married,639.6442489,6,10,Tablet,0
53,50735.80114,,Single,740.1017455,5,8,Tablet,0
27,46539.4938,Male,Divorced,,4,13,Tablet,1
54,30315.80922,Other,Married,680.0393003,4,10,Tablet,0
26,26560.17822,Male,Married,599.830382,6,3,Tablet,0
41,30031.55311,Male,Single,727.0183122,11,3,Tablet,1
52,54174.93592,Male,Divorced,648.7445164,6,4,Mobile,1
,48813.81879,Female,Married,650.5315755,4,14,Desktop,1
52,27795.73853,Male,Married,771.0215921,0,9,Desktop,0
65,59688.76739,Other,Single,574.6770054,5,9,Tablet,0
53,70614.6427,Male,Single,665.1073631,3,5,Mobile,1
35,41022.59575,Other,Divorced,637.3911708,2,12,Tablet,1
,23885.27214,Male,Single,687.2687921,4,9,Mobile,1
56,39363.10423,Other,Divorced,785.0531551,5,6,Mobile,1
49,62816.9094,Other,Married,607.6330943,8,8,Desktop,1
41,58227.94788,Male,Divorced,566.1821601,2,11,Desktop,0
40,36163.50971,Male,Divorced,593.3470802,4,8,Mobile,1
49,72817.58207,Other,Divorced,633.7027342,9,12,Desktop,0
54,70224.20099,Female,Married,654.4961584,2,10,Mobile,0
29,,Male,Single,658.0170157,5,7,Mobile,1
66,38850.64996,Female,Married,776.1862666,6,4,Mobile,1
30,41107.58094,Male,Single,763.7387331,6,4,Desktop,1
40,,Male,Divorced,741.2062542,6,6,Tablet,1
42,,Male,Divorced,826.0107046,5,14,Desktop,1
52,56379.93591,Male,Divorced,707.686892,5,9,Tablet,0
58,63156.18154,Female,Divorced,727.5848558,5,7,Desktop,1
47,60103.47715,Male,Divorced,706.3339365,5,5,Desktop,1
34,75717.90602,Other,Single,694.863372,2,5,Tablet,0
66,34109.21684,,Single,677.6077567,2,8,Mobile,1
37,55705.37796,Female,Divorced,622.2200069,7,6,Tablet,1
65,17392.68116,Male,Married,562.7255227,4,1,Mobile,1
42,30245.66639,Other,Married,640.8542222,5,1,Mobile,0
39,48877.19921,,Divorced,689.604159,2,9,Desktop,1
30,,Male,Single,655.0583331,4,8,Desktop,1
,48472.76387,Other,Married,575.4265014,6,6,Desktop,1
66,,Other,Married,638.3881865,3,13,Desktop,1
53,44158.73184,Female,Married,634.7398034,6,1,Desktop,0
,,Male,Divorced,645.6351751,3,14,Tablet,1
58,44239.51733,Male,Married,684.3640744,9,2,Tablet,0
36,76238.62433,Other,Married,699.4380626,0,10,Tablet,1
29,61910.2561,Other,Married,614.9963984,2,3,Tablet,1
26,56863.06019,Other,Married,718.6784832,3,10,Desktop,1
24,32096.04635,Male,Single,729.2146684,9,12,Tablet,0
45,64028.57242,Female,Divorced,672.4211353,4,3,Tablet,1
31,42593.44133,Female,Divorced,696.532519,7,2,Mobile,1
48,32083.40363,Male,Single,718.896201,6,12,Desktop,0
69,57692.6542,Female,Single,573.1648745,9,2,Tablet,1
36,29180.80909,Other,Divorced,723.8311934,4,6,Tablet,1
64,38566.37807,Female,Married,594.6957389,7,7,Tablet,1
33,49848.26133,Female,Married,601.5108854,3,4,Desktop,1
22,83276.32136,Female,Divorced,663.7402417,5,1,Tablet,0
52,39696.26366,Other,Married,499.9171912,4,6,Mobile,0
29,43126.75221,Male,Single,662.2934216,2,7,Desktop,0
42,60985.17582,Other,Married,718.7246663,1,4,Mobile,1
69,31425.56467,Male,Married,534.7853307,2,6,Desktop,1
38,56642.09572,,Married,726.2306527,5,9,Tablet,1
53,68088.90211,Male,Divorced,601.0848667,5,4,Desktop,1
40,,,Single,664.4803246,5,12,Desktop,0
33,65392.31422,Female,Married,611.2497845,8,14,Desktop,1
56,54371.74885,Male,Divorced,,6,10,Mobile,0
62,39039.77054,Male,Married,721.7463289,3,4,Desktop,1
59,47032.92971,Female,Single,695.2907255,3,10,Tablet,1
56,44303.6399,Other,Married,649.7213195,5,12,Desktop,0
31,48685.42613,Male,Single,616.6901264,3,5,Desktop,1
48,52290.76849,Other,Married,645.1488579,2,3,Tablet,0
22,58822.99902,Female,Single,695.9180025,6,10,Tablet,0
52,57630.02374,Male,Married,698.3186479,6,2,Mobile,1
40,13524.29643,Other,Single,688.5578608,6,9,Tablet,0
46,48540.37717,Other,Married,560.2195721,6,13,Tablet,0
60,27358.6713,Other,Married,648.3884279,7,1,Tablet,1
28,45864.09121,Female,Divorced,605.6599725,2,5,Desktop,0
35,48143.15618,Female,Divorced,696.5450314,7,5,Mobile,0
64,64642.22537,Other,Single,596.4519773,4,8,Tablet,1
29,49548.26799,Other,Married,681.6437631,5,6,Tablet,0
26,53888.27028,Female,Single,630.2468567,5,6,Tablet,1
27,61895.84571,Other,Divorced,518.4632672,5,6,Desktop,0
61,68416.2839,Other,Single,715.16715,4,4,Desktop,1
34,48154.79115,Female,Single,648.2298945,4,1,Mobile,1
55,51412.69163,Other,Divorced,739.3184107,3,3,Mobile,1
24,50150.34953,Other,Married,533.4283645,3,13,Desktop,1
63,41861.01553,Other,Single,629.5935082,7,13,Tablet,1
30,38463.27165,Female,Divorced,,5,10,Tablet,0
57,15921.71125,Other,Married,,4,12,Mobile,1
59,33850.08598,Female,Divorced,557.2368887,9,11,Tablet,1
,23320.5375,Female,Single,688.08265,5,6,Desktop,0
67,68827.97727,Male,Married,783.8163684,5,5,Mobile,1
44,52826.24012,Male,Married,683.2176143,6,10,Desktop,0
19,48110.91541,Other,Divorced,656.5010681,6,1,Desktop,0
22,39237.72221,Female,Divorced,553.5779815,6,5,Tablet,1
46,50446.68895,Male,Divorced,,4,2,Desktop,0
54,37280.30184,Other,Married,646.0908569,3,1,Desktop,0
55,52610.27835,Male,Married,,4,4,Tablet,0
36,53686.00974,Male,Single,721.8379498,5,6,Desktop,1
25,37079.24446,Female,Married,687.3592241,2,7,Tablet,0
65,36793.07053,Female,Single,838.4665011,6,9,Desktop,1
62,,Male,Divorced,581.3399095,0,5,Tablet,1
18,49207.10069,Male,Divorced,652.3180228,9,8,Tablet,0
39,38284.69356,Female,Married,553.1555339,3,8,Mobile,1
69,,Other,Divorced,494.4291458,10,11,Desktop,0
34,34841.0887,Female,Divorced,700.5904686,4,9,Desktop,0
24,48992.24629,Male,Married,684.7630768,4,3,Mobile,1
42,62474.42461,Other,Single,590.1786696,7,3,Tablet,1
62,49584.93999,,Married,656.5120734,5,9,Tablet,1
21,85454.50166,Other,Single,605.9512681,4,7,Mobile,0
53,56320.39352,Male,Married,615.4054782,10,4,Mobile,0
23,53449.31672,,Married,627.5800771,5,1,Tablet,0
48,36375.46804,Other,Divorced,587.2404376,7,7,Tablet,1
,46421.9983,Male,Married,599.8345063,3,10,Mobile,0
61,38314.79235,Other,Married,601.8095189,4,6,Desktop,0
56,17515.32157,,Single,679.6015193,3,3,Tablet,0
44,,Male,Divorced,455.8045877,2,14,Mobile,0
27,42328.24167,Female,Single,634.0659517,3,5,Desktop,1
43,38593.99889,,Single,573.8622686,6,3,Desktop,0
36,53158.55051,Other,Divorced,576.391312,7,8,Desktop,1
56,57687.49328,Other,Divorced,613.2042638,5,5,Desktop,0
20,45188.37751,Other,Divorced,648.9962203,3,10,Mobile,0
62,49960.97499,Male,Married,634.9911697,3,10,Tablet,0
30,61192.81111,Female,Divorced,575.5157643,7,6,Desktop,1
67,44597.09608,Female,Divorced,700.5187563,3,2,Desktop,1
45,54535.00613,Male,Divorced,586.8177209,4,8,Mobile,1
37,25111.33072,Male,Single,598.5705621,7,9,Desktop,0
45,31380.21502,Female,Single,669.914425,4,3,Mobile,0
25,59083.09667,Female,Married,672.4257995,2,13,Mobile,1
58,30596.62041,Female,Single,607.1810237,3,6,Tablet,0
56,53512.06321,Female,Married,444.4686579,2,6,Desktop,0
18,47795.01827,Male,Single,588.0156379,8,2,Tablet,1
20,44532.99106,Male,Divorced,661.332173,6,10,Mobile,0
30,37573.05847,Other,Single,698.2025638,12,8,Desktop,0
45,63640.10027,,Married,644.449234,4,5,Mobile,0
66,75948.36732,,Single,616.4709767,3,11,Mobile,1
42,54502.88244,Male,Divorced,810.5247704,1,11,Mobile,0
50,54837.36074,Male,Married,623.9259715,6,8,Desktop,1
55,39765.04055,Other,Divorced,692.8562881,2,14,Mobile,0
23,32058.54152,Female,Divorced,556.5463533,4,13,Mobile,1
61,,Female,Married,573.6882506,4,14,Desktop,1
62,35393.75528,Female,Divorced,695.3127928,5,8,Tablet,1
49,23410.84808,Female,Divorced,723.1192893,4,12,Mobile,1
62,,Other,Single,622.7198177,5,3,Tablet,0
64,62782.50182,Other,Divorced,520.5955016,7,5,Tablet,1
38,37117.41841,Male,Divorced,638.2709862,6,7,Tablet,0
33,53659.46482,Female,Divorced,663.2584131,4,5,Tablet,0
38,65029.28402,Female,Divorced,656.9172627,5,6,Tablet,1
28,53075.40031,,Married,610.5627235,3,2,Tablet,0
54,32102.68031,Other,Single,639.2981117,1,8,Desktop,0
53,46506.5988,Female,Divorced,597.5156209,4,5,Desktop,0
52,,Other,Divorced,572.1713243,5,6,Tablet,0
36,53705.39965,Female,Married,702.8967964,6,1,Desktop,1
37,58086.98155,,Divorced,656.8458819,4,10,Desktop,0
35,55124.43829,Male,Married,639.4521509,5,2,Tablet,0
64,,Female,Single,614.499658,7,11,Tablet,0
58,40687.32171,Female,Single,637.387851,5,4,Mobile,0
66,55082.97736,Male,Divorced,661.22215,5,11,Desktop,0
31,62253.0767,Other,Divorced,771.0077103,9,9,Tablet,1
32,66498.57426,Other,Divorced,695.8175795,3,6,Desktop,0
48,37128.41683,Female,Married,603.3583615,5,8,Desktop,1
18,56496.80802,Other,Divorced,604.096538,3,2,Desktop,0
20,67805.66168,Female,Divorced,593.182323,5,10,Mobile,1
33,35193.77345,Male,Single,635.9635628,4,5,Tablet,0
40,72301.20704,Male,Divorced,593.1283985,3,12,Desktop,0
28,74584.11241,Female,Single,683.2376621,7,12,Tablet,1
29,89376.29509,Male,Divorced,464.9538621,5,13,Desktop,1
,53464.00161,Male,Single,687.4617816,3,1,Tablet,1
49,53546.37014,Female,Divorced,669.2764241,3,4,Tablet,0
33,62404.91584,Female,Single,738.3919738,6,10,Tablet,1
25,61967.0401,Male,Married,711.3752688,7,1,Desktop,1
55,66895.50291,Other,Single,602.141155,7,11,Mobile,1
29,61760.49771,Other,Single,703.5008657,4,11,Tablet,0
41,48409.07136,Female,Single,638.2352766,4,9,Mobile,0
45,68329.95681,Female,Divorced,514.598527,1,2,Tablet,0
25,33931.18775,Other,Divorced,661.1182358,4,7,Mobile,1
45,50087.78505,Male,Divorced,606.3022606,3,3,Tablet,0
53,73456.03424,Other,Married,650.0155061,2,14,Mobile,0
43,31246.30253,Other,Married,765.6014881,6,2,Tablet,0
25,39837.86515,Other,Single,665.7350832,2,13,Tablet,0
67,60076.20937,Other,Married,578.7865604,6,4,Mobile,1
45,55908.6796,Female,Single,717.5090504,6,7,Tablet,0
45,36874.61889,Female,Single,675.3779799,6,7,Desktop,1
54,43757.08996,Male,Single,570.538672,6,9,Tablet,1
58,32288.26906,Male,Married,537.5633563,6,12,Tablet,1
53,64707.27499,Male,Divorced,581.5863709,5,13,Desktop,1
44,46161.77963,Male,Married,708.541126,7,3,Desktop,1
34,76882.33866,Other,Single,628.8878506,7,7,Desktop,1
26,51216.50366,Female,Single,655.6799763,9,6,Mobile,0
50,46703.89545,Female,Married,556.302923,5,10,Desktop,1
37,45247.67358,Male,Single,710.4253285,4,7,Mobile,0
30,46337.00247,Male,Single,508.9371435,7,7,Desktop,1
45,51662.31643,Other,Married,,5,10,Mobile,0
65,87686.11365,Other,Married,679.2924701,5,5,Desktop,1
46,44917.10495,Male,Married,571.4157988,4,9,Desktop,0
30,45404.69809,Female,Single,692.9890496,9,7,Tablet,0
,50983.90769,Female,Single,,5,7,Desktop,1
52,66354.1176,Female,Divorced,564.1750585,6,12,Tablet,1
23,28685.23158,Male,Divorced,740.0537445,0,14,Desktop,1
35,56826.39105,Female,Married,660.7751135,6,3,Desktop,1
68,37738.62236,Other,Divorced,686.3325255,8,1,Tablet,0
22,58299.09033,Other,Single,721.2746709,4,14,Tablet,0
64,42593.60086,Male,Divorced,466.6490735,6,14,Mobile,1
42,15438.4649,Other,Single,694.4347848,3,5,Tablet,1
19,55543.66404,Male,Married,596.7282371,3,8,Mobile,0
27,,Female,Married,605.9509046,7,5,Desktop,1
47,,Female,Single,680.6208754,4,10,Tablet,0
67,40424.8421,Female,Divorced,624.5871459,2,3,Tablet,1
62,30329.40912,Other,Married,691.6164753,1,9,Desktop,1
22,61596.49912,Male,Married,647.1409923,7,2,Desktop,0
50,63233.23674,Female,Divorced,661.774631,2,3,Desktop,0
18,36814.23672,Male,Divorced,615.6844886,5,12,Desktop,1
35,41900.98311,Female,Single,575.4546698,6,4,Tablet,0
49,49050.66318,Other,Divorced,598.17777,7,10,Desktop,1
64,84062.97922,Other,Divorced,642.8023109,5,1,Desktop,0
66,,Male,Divorced,778.6066875,5,11,Tablet,1
28,35848.76727,Other,Single,753.0334479,8,4,Mobile,1
38,54556.70464,Other,Single,604.2692815,5,4,Tablet,1
43,29349.62689,Male,Married,654.2180374,6,9,Mobile,0
42,60769.85465,Female,Single,629.8593918,3,8,Desktop,0
39,75133.2109,Other,Married,659.1186633,9,2,Tablet,0
44,75196.87528,Male,Divorced,668.1238923,5,13,Desktop,0
66,61023.40255,Other,Married,686.9260511,5,7,Tablet,1
30,41248.81466,Other,Married,446.9202853,7,6,Mobile,0
50,30486.47365,Other,Divorced,675.6549066,4,7,Tablet,0
51,28996.92435,Other,Married,622.075528,6,11,Desktop,0
58,7906.743358,Male,Single,600.654346,4,4,Tablet,1
52,60407.83645,Male,Single,705.5979675,5,14,Desktop,0
18,48457.4672,Male,Single,752.6777091,6,14,Tablet,0
38,,Other,Single,698.2302201,2,5,Mobile,1
65,71420.47228,Other,Married,613.7013875,9,6,Tablet,1
23,51498.58316,Other,Married,,2,9,Tablet,1
45,52189.42415,Male,Divorced,439.56289,5,2,Tablet,1
34,43035.19483,Other,Married,662.7761198,5,11,Tablet,1
22,44808.73374,Female,Married,690.5311275,2,9,Mobile,1
48,60927.04869,Other,Married,642.8695543,5,10,Desktop,1
,47384.37454,Female,Divorced,,10,1,Tablet,0
55,45214.885,Other,Single,557.5866835,2,4,Tablet,1
20,49725.24711,Male,Married,638.013273,4,12,Tablet,1
40,63294.95294,Other,Divorced,632.4789328,6,5,Mobile,1
54,39610.07663,Female,Divorced,642.2923921,7,9,Desktop,1
54,49002.07224,Female,Divorced,,7,6,Desktop,1
27,53679.16757,Other,Single,642.6610443,3,4,Tablet,0
27,67403.32855,,Married,629.3645284,6,2,Tablet,0
36,46410.54835,Female,Divorced,584.4314564,9,5,Desktop,0
34,39232.64921,Male,Single,743.000563,6,8,Tablet,0
38,42734.58584,Other,Divorced,549.8162644,8,8,Tablet,0
31,65795.8615,Other,Divorced,611.2900397,7,6,Tablet,0
26,80499.57948,Other,Divorced,768.5755947,4,11,Mobile,0
63,30293.63279,,Divorced,682.7770309,3,1,Mobile,1
18,33570.47577,Other,Divorced,,10,8,Desktop,1
68,47468.0482,Other,Single,651.5184439,4,4,Mobile,1
62,51664.34144,Male,Married,583.7535409,3,14,Mobile,1
30,61804.54348,Male,Married,645.2030929,10,2,Desktop,1
21,36633.00487,Male,Married,625.5093913,12,1,Mobile,1
18,34053.36445,Female,Married,662.574002,2,7,Desktop,0
66,52071.3073,Other,Single,544.563103,3,2,Tablet,1
57,46123.9892,Male,Single,677.8496405,2,13,Desktop,1
49,63900.81497,Male,Single,721.1640772,8,4,Desktop,1
51,57310.39705,Male,Divorced,635.7323812,3,4,Desktop,0
45,58330.69021,Other,Divorced,695.2968875,7,13,Tablet,0
48,48432.7798,Other,Divorced,,5,10,Tablet,0
25,85333.70388,Other,Married,607.4581902,6,1,Tablet,1
56,,Female,Divorced,,2,2,Desktop,1
,59162.14751,Female,Married,585.7128058,4,1,Desktop,1
51,30954.65019,Male,Divorced,670.5024798,9,6,Desktop,0
20,33897.98483,Other,Married,646.0698408,7,13,Desktop,0
67,40889.81602,Male,Divorced,,4,3,Desktop,1
,74439.85005,Other,Divorced,705.3609079,3,1,Desktop,0
18,53958.41646,Other,Single,705.2149488,1,12,Desktop,1
61,41142.82897,Other,Divorced,668.4156561,5,8,Mobile,0
22,55616.54489,Female,Divorced,582.6460735,2,14,Tablet,0
47,50527.21822,Female,Single,672.7737507,7,12,Mobile,0
47,42620.39946,Other,Married,654.4697216,6,14,Tablet,1
34,29050.56716,Male,Single,570.3133028,4,4,Desktop,0
65,71578.13727,Other,Single,734.6964481,6,10,Mobile,1
64,53147.27193,,Married,727.1602562,4,7,Desktop,1
40,82606.0756,Male,Divorced,569.9095599,4,10,Mobile,1
32,64104.82431,Other,Married,605.3543566,5,2,Mobile,0
54,,Male,Divorced,611.5034846,4,6,Desktop,0
38,43471.93507,Female,Divorced,692.6896081,6,6,Mobile,0
31,33569.81654,Female,Married,684.6307626,9,7,Mobile,1
,46734.03523,Male,Single,653.1085049,4,12,Tablet,0
28,,Female,Married,669.1700096,3,1,Desktop,0
68,59752.85571,Female,Divorced,559.8657462,6,14,Desktop,1
56,74489.78747,Male,Married,676.6952897,5,12,Mobile,1
55,46086.31601,Female,Married,642.9380237,6,1,Desktop,1
51,64167.36459,Other,Divorced,,2,2,Tablet,0
55,39661.56395,Other,Single,542.7245608,3,14,Tablet,0
67,45462.99743,Male,Married,,1,11,Desktop,1
51,37775.54023,Female,Divorced,674.9871927,5,2,Desktop,0
35,18003.00447,,Divorced,530.8262739,7,5,Tablet,1
47,49451.99975,Other,Married,651.2940249,3,1,Desktop,0
32,51926.77606,Female,Single,658.5567826,3,11,Mobile,1
44,65987.91498,Female,Married,611.203932,8,2,Desktop,0
68,61931.57379,Other,Single,676.5886742,3,6,Mobile,1
51,62134.29349,Other,Single,,1,3,Tablet,1
69,35389.45665,,Single,669.8219704,5,4,Desktop,1
55,56892.45959,Male,Single,687.3972853,12,1,Tablet,0
50,73738.90948,Other,Married,687.4364834,4,5,Desktop,0
41,55698.01776,Male,Divorced,721.1774345,6,4,Mobile,0
32,77428.9042,Other,Divorced,673.6827632,3,8,Desktop,1
47,80284.49167,Other,Divorced,616.6071481,6,3,Tablet,1
59,45972.97595,Male,Divorced,604.6546969,8,10,Mobile,1
